annot_id,PAD#,Camera,"Lighting (lightbox, benchtop, benchtop dark)",black/white background,API,Sample,mg concentration (w/w mg/mg or w/v mg/mL),% Conc,missing_card,matched_id,matched_sample_id,matched_sample_name,matched_quantity,matched_camera_type_1,matched_deleted,matched_date_of_creation,matched_url,notes
234,81825,ipad,no light,black,Hydroxyurea (oral),100 mix 7,0.6983250249,69.8,False,,,,,,,,,
235,81824,nokia,benchtop,black,Hydroxyurea (oral),100 mix 8,0.6983250249,69.8,False,,,,,,,,,
236,81824,nokia,lightbox,black,Hydroxyurea (oral),100 mix 8,0.6983250249,69.8,False,,,,,,,,,
237,81824,nokia,no light,black,Hydroxyurea (oral),100 mix 8,0.6983250249,69.8,False,,,,,,,,,
238,81824,ipad,benchtop,black,Hydroxyurea (oral),100 mix 8,0.6983250249,69.8,False,,,,,,,,,
239,81824,ipad,lightbox,black,Hydroxyurea (oral),100 mix 8,0.6983250249,69.8,False,,,,,,,,,
240,81824,ipad,no light,black,Hydroxyurea (oral),100 mix 8,0.6983250249,69.8,False,,,,,,,,,
241,80788,nokia,benchtop,white,Hydroxyurea (oral),66 h1 1,0.5979168624,59.8,False,,,,,,,,,
242,80788,nokia,lightbox,white,Hydroxyurea (oral),66 h1 1,0.5979168624,59.8,False,,,,,,,,,
243,80788,nokia,no light,white,Hydroxyurea (oral),66 h1 1,0.5979168624,59.8,False,,,,,,,,,
244,80448,nokia,benchtop,white,Hydroxyurea (oral),66 h2 1,0.5660315843,56.6,False,,,,,,,,,
245,80448,nokia,lightbox,white,Hydroxyurea (oral),66 h2 1,0.5660315843,56.6,False,,,,,,,,,
246,80448,nokia,no light,white,Hydroxyurea (oral),66 h2 1,0.5660315843,56.6,False,,,,,,,,,
247,80788,ipad,benchtop,white,Hydroxyurea (oral),66 h1 1,0.5979168624,59.8,False,,,,,,,,,
248,80788,ipad,lightbox,white,Hydroxyurea (oral),66 h1 1,0.5979168624,59.8,False,,,,,,,,,
249,80788,ipad,no light,white,Hydroxyurea (oral),66 h1 1,0.5979168624,59.8,False,,,,,,,,,
250,80448,ipad,benchtop,white,Hydroxyurea (oral),66 h2 1,0.5660315843,56.6,False,,,,,,,,,
251,80448,ipad,lightbox,white,Hydroxyurea (oral),66 h2 1,0.5660315843,56.6,False,,,,,,,,,
252,80448,ipad,no light,white,Hydroxyurea (oral),66 h2 1,0.5660315843,56.6,False,,,,,,,,,
253,80790,nokia,benchtop,white,Hydroxyurea (oral),66 h1 2,0.5979168624,59.8,False,,,,,,,,,
254,80790,nokia,lightbox,white,Hydroxyurea (oral),66 h1 2,0.5979168624,59.8,False,,,,,,,,,
255,80790,nokia,no light,white,Hydroxyurea (oral),66 h1 2,0.5979168624,59.8,False,,,,,,,,,
256,80449,nokia,benchtop,white,Hydroxyurea (oral),66 h2 2,0.5660315843,56.6,False,,,,,,,,,
257,80449,nokia,lightbox,white,Hydroxyurea (oral),66 h2 2,0.5660315843,56.6,False,,,,,,,,,
258,80449,nokia,no light,white,Hydroxyurea (oral),66 h2 2,0.5660315843,56.6,False,,,,,,,,,
259,80790,ipad,benchtop,white,Hydroxyurea (oral),66 h1 2,0.5979168624,59.8,False,,,,,,,,,
260,80790,ipad,lightbox,white,Hydroxyurea (oral),66 h1 2,0.5979168624,59.8,False,,,,,,,,,
261,80790,ipad,no light,white,Hydroxyurea (oral),66 h1 2,0.5979168624,59.8,False,,,,,,,,,
262,80449,ipad,benchtop,white,Hydroxyurea (oral),66 h2 2,0.5660315843,56.6,False,,,,,,,,,
263,80449,ipad,lightbox,white,Hydroxyurea (oral),66 h2 2,0.5660315843,56.6,False,,,,,,,,,
264,80449,ipad,no light,white,Hydroxyurea (oral),66 h2 2,0.5660315843,56.6,False,,,,,,,,,
265,80793,nokia,benchtop,white,Hydroxyurea (oral),66 h1 3,0.5979168624,59.8,False,,,,,,,,,
266,80793,nokia,lightbox,white,Hydroxyurea (oral),66 h1 3,0.5979168624,59.8,False,,,,,,,,,
267,80793,nokia,no light,white,Hydroxyurea (oral),66 h1 3,0.5979168624,59.8,False,,,,,,,,,
268,80450,nokia,benchtop,white,Hydroxyurea (oral),66 h2 3,0.5660315843,56.6,False,,,,,,,,,
269,80450,nokia,lightbox,white,Hydroxyurea (oral),66 h2 3,0.5660315843,56.6,False,,,,,,,,,
270,80450,nokia,no light,white,Hydroxyurea (oral),66 h2 3,0.5660315843,56.6,False,,,,,,,,,
271,80793,ipad,benchtop,white,Hydroxyurea (oral),66 h1 3,0.5979168624,59.8,False,,,,,,,,,
272,80793,ipad,lightbox,white,Hydroxyurea (oral),66 h1 3,0.5979168624,59.8,False,,,,,,,,,
273,80793,ipad,no light,white,Hydroxyurea (oral),66 h1 3,0.5979168624,59.8,False,,,,,,,,,
274,80450,ipad,benchtop,white,Hydroxyurea (oral),66 h2 3,0.5660315843,56.6,False,,,,,,,,,
275,80450,ipad,lightbox,white,Hydroxyurea (oral),66 h2 3,0.5660315843,56.6,False,,,,,,,,,
276,80450,ipad,no light,white,Hydroxyurea (oral),66 h2 3,0.5660315843,56.6,False,,,,,,,,,
277,80792,nokia,benchtop,white,Hydroxyurea (oral),66 h1 4,0.5979168624,59.8,False,,,,,,,,,
278,80792,nokia,lightbox,white,Hydroxyurea (oral),66 h1 4,0.5979168624,59.8,False,,,,,,,,,
279,80792,nokia,no light,white,Hydroxyurea (oral),66 h1 4,0.5979168624,59.8,False,,,,,,,,,
280,80451,nokia,benchtop,white,Hydroxyurea (oral),66 h2 4,0.5660315843,56.6,False,,,,,,,,,
281,80451,nokia,lightbox,white,Hydroxyurea (oral),66 h2 4,0.5660315843,56.6,False,,,,,,,,,
282,80451,nokia,no light,white,Hydroxyurea (oral),66 h2 4,0.5660315843,56.6,False,,,,,,,,,
283,80792,ipad,benchtop,white,Hydroxyurea (oral),66 h1 4,0.5979168624,59.8,False,,,,,,,,,
284,80792,ipad,lightbox,white,Hydroxyurea (oral),66 h1 4,0.5979168624,59.8,False,,,,,,,,,
285,80792,ipad,no light,white,Hydroxyurea (oral),66 h1 4,0.5979168624,59.8,False,,,,,,,,,
286,80451,ipad,benchtop,white,Hydroxyurea (oral),66 h2 4,0.5660315843,56.6,False,,,,,,,,,
287,80451,ipad,lightbox,white,Hydroxyurea (oral),66 h2 4,0.5660315843,56.6,False,,,,,,,,,
288,80451,ipad,no light,white,Hydroxyurea (oral),66 h2 4,0.5660315843,56.6,False,,,,,,,,,
289,80791,nokia,benchtop,black,Hydroxyurea (oral),66 h1 5,0.5979168624,59.8,False,,,,,,,,,
290,80791,nokia,lightbox,black,Hydroxyurea (oral),66 h1 5,0.5979168624,59.8,False,,,,,,,,,
291,80791,nokia,no light,black,Hydroxyurea (oral),66 h1 5,0.5979168624,59.8,False,,,,,,,,,
292,80452,nokia,benchtop,black,Hydroxyurea (oral),66 h2 5,0.5660315843,56.6,False,,,,,,,,,
293,80452,nokia,lightbox,black,Hydroxyurea (oral),66 h2 5,0.5660315843,56.6,False,,,,,,,,,
294,80452,nokia,no light,black,Hydroxyurea (oral),66 h2 5,0.5660315843,56.6,False,,,,,,,,,
295,80791,ipad,benchtop,black,Hydroxyurea (oral),66 h1 5,0.5979168624,59.8,False,,,,,,,,,
296,80791,ipad,lightbox,black,Hydroxyurea (oral),66 h1 5,0.5979168624,59.8,False,,,,,,,,,
297,80791,ipad,no light,black,Hydroxyurea (oral),66 h1 5,0.5979168624,59.8,False,,,,,,,,,
298,80452,ipad,benchtop,black,Hydroxyurea (oral),66 h2 5,0.5660315843,56.6,False,,,,,,,,,
299,80452,ipad,lightbox,black,Hydroxyurea (oral),66 h2 5,0.5660315843,56.6,False,,,,,,,,,
300,80452,ipad,no light,black,Hydroxyurea (oral),66 h2 5,0.5660315843,56.6,False,,,,,,,,,
301,81120,nokia,benchtop,black,Hydroxyurea (oral),66 h1 6,0.5979168624,59.8,False,,,,,,,,,
302,81120,nokia,lightbox,black,Hydroxyurea (oral),66 h1 6,0.5979168624,59.8,False,,,,,,,,,
303,81120,nokia,no light,black,Hydroxyurea (oral),66 h1 6,0.5979168624,59.8,False,,,,,,,,,
304,80453,nokia,benchtop,black,Hydroxyurea (oral),66 h2 6,0.5660315843,56.6,False,,,,,,,,,
305,80453,nokia,lightbox,black,Hydroxyurea (oral),66 h2 6,0.5660315843,56.6,False,,,,,,,,,
306,80453,nokia,no light,black,Hydroxyurea (oral),66 h2 6,0.5660315843,56.6,False,,,,,,,,,
307,81120,ipad,benchtop,black,Hydroxyurea (oral),66 h1 6,0.5979168624,59.8,False,,,,,,,,,
308,81120,ipad,lightbox,black,Hydroxyurea (oral),66 h1 6,0.5979168624,59.8,False,,,,,,,,,
309,81120,ipad,no light,black,Hydroxyurea (oral),66 h1 6,0.5979168624,59.8,False,,,,,,,,,
310,80453,ipad,benchtop,black,Hydroxyurea (oral),66 h2 6,0.5660315843,56.6,False,,,,,,,,,
311,80453,ipad,lightbox,black,Hydroxyurea (oral),66 h2 6,0.5660315843,56.6,False,,,,,,,,,
312,80453,ipad,no light,black,Hydroxyurea (oral),66 h2 6,0.5660315843,56.6,False,,,,,,,,,
313,80797,nokia,benchtop,black,Hydroxyurea (oral),66 h1 7,0.5979168624,59.8,False,,,,,,,,,
314,80797,nokia,lightbox,black,Hydroxyurea (oral),66 h1 7,0.5979168624,59.8,False,,,,,,,,,
315,80797,nokia,no light,black,Hydroxyurea (oral),66 h1 7,0.5979168624,59.8,False,,,,,,,,,
316,80782,nokia,benchtop,black,Hydroxyurea (oral),66 h2 7,0.5660315843,56.6,False,,,,,,,,,
317,80782,nokia,lightbox,black,Hydroxyurea (oral),66 h2 7,0.5660315843,56.6,False,,,,,,,,,
318,80782,nokia,no light,black,Hydroxyurea (oral),66 h2 7,0.5660315843,56.6,False,,,,,,,,,
319,80797,ipad,benchtop,black,Hydroxyurea (oral),66 h1 7,0.5979168624,59.8,False,,,,,,,,,
320,80797,ipad,lightbox,black,Hydroxyurea (oral),66 h1 7,0.5979168624,59.8,False,,,,,,,,,
321,80797,ipad,no light,black,Hydroxyurea (oral),66 h1 7,0.5979168624,59.8,False,,,,,,,,,
322,80782,ipad,benchtop,black,Hydroxyurea (oral),66 h2 7,0.5660315843,56.6,False,,,,,,,,,
323,80782,ipad,lightbox,black,Hydroxyurea (oral),66 h2 7,0.5660315843,56.6,False,,,,,,,,,
324,80782,ipad,no light,black,Hydroxyurea (oral),66 h2 7,0.5660315843,56.6,False,,,,,,,,,
325,81592,nokia,benchtop,black,Hydroxyurea (oral),66 h1 8,0.5979168624,59.8,False,,,,,,,,,
326,81592,nokia,lightbox,black,Hydroxyurea (oral),66 h1 8,0.5979168624,59.8,False,,,,,,,,,
327,81592,nokia,no light,black,Hydroxyurea (oral),66 h1 8,0.5979168624,59.8,False,,,,,,,,,
328,80789,nokia,benchtop,black,Hydroxyurea (oral),66 h2 8,0.5660315843,56.6,False,,,,,,,,,
329,80789,nokia,lightbox,black,Hydroxyurea (oral),66 h2 8,0.5660315843,56.6,False,,,,,,,,,
330,80789,nokia,no light,black,Hydroxyurea (oral),66 h2 8,0.5660315843,56.6,False,,,,,,,,,
331,81592,nokia,benchtop,black,Hydroxyurea (oral),66 h1 8,0.5979168624,59.8,False,,,,,,,,,
332,81592,ipad,lightbox,black,Hydroxyurea (oral),66 h1 8,0.5979168624,59.8,False,,,,,,,,,
333,81592,nokia,no light,black,Hydroxyurea (oral),66 h1 8,0.5979168624,59.8,False,,,,,,,,,
334,80789,ipad,benchtop,black,Hydroxyurea (oral),66 h2 8,0.5660315843,56.6,False,,,,,,,,,
335,80789,ipad,lightbox,black,Hydroxyurea (oral),66 h2 8,0.5660315843,56.6,False,,,,,,,,,
336,80789,ipad,no light,black,Hydroxyurea (oral),66 h2 8,0.5660315843,56.6,False,,,,,,,,,
337,81455,nokia,benchtop,white,Hydroxyurea (oral),66 hydrea 1,0.6025957831,60.3,False,,,,,,,,,
338,81455,nokia,lightbox,white,Hydroxyurea (oral),66 hydrea 1,0.6025957831,60.3,False,,,,,,,,,
339,81455,nokia,no light,white,Hydroxyurea (oral),66 hydrea 1,0.6025957831,60.3,False,,,,,,,,,
340,80888,nokia,benchtop,white,Hydroxyurea (oral),66 micro 1,0.5449016178,54.5,False,,,,,,,,,
341,80888,nokia,lightbox,white,Hydroxyurea (oral),66 micro 1,0.5449016178,54.5,False,,,,,,,,,
342,80888,nokia,no light,white,Hydroxyurea (oral),66 micro 1,0.5449016178,54.5,False,,,,,,,,,
343,81455,ipad,benchtop,white,Hydroxyurea (oral),66 hydrea 1,0.6025957831,60.3,False,,,,,,,,,
344,81455,ipad,lightbox,white,Hydroxyurea (oral),66 hydrea 1,0.6025957831,60.3,False,,,,,,,,,
345,81455,ipad,no light,white,Hydroxyurea (oral),66 hydrea 1,0.6025957831,60.3,False,,,,,,,,,
346,80888,ipad,benchtop,white,Hydroxyurea (oral),66 micro 1,0.5449016178,54.5,False,,,,,,,,,
347,80888,ipad,lightbox,white,Hydroxyurea (oral),66 micro 1,0.5449016178,54.5,False,,,,,,,,,
348,80888,ipad,no light,white,Hydroxyurea (oral),66 micro 1,0.5449016178,54.5,False,,,,,,,,,
349,81456,nokia,benchtop,white,Hydroxyurea (oral),66 hydrea 2,0.6025957831,60.3,False,,,,,,,,,
350,81456,nokia,lightbox,white,Hydroxyurea (oral),66 hydrea 2,0.6025957831,60.3,False,,,,,,,,,
351,81456,nokia,no light,white,Hydroxyurea (oral),66 hydrea 2,0.6025957831,60.3,False,,,,,,,,,
352,80889,nokia,benchtop,white,Hydroxyurea (oral),66 micro 2,0.5449016178,54.5,False,,,,,,,,,
353,80889,nokia,lightbox,white,Hydroxyurea (oral),66 micro 2,0.5449016178,54.5,False,,,,,,,,,
354,80889,nokia,no light,white,Hydroxyurea (oral),66 micro 2,0.5449016178,54.5,False,,,,,,,,,
355,81456,ipad,benchtop,white,Hydroxyurea (oral),66 hydrea 2,0.6025957831,60.3,False,,,,,,,,,
356,81456,ipad,lightbox,white,Hydroxyurea (oral),66 hydrea 2,0.6025957831,60.3,False,,,,,,,,,
357,81456,ipad,no light,white,Hydroxyurea (oral),66 hydrea 2,0.6025957831,60.3,False,,,,,,,,,
358,80889,ipad,benchtop,white,Hydroxyurea (oral),66 micro 2,0.5449016178,54.5,False,,,,,,,,,
359,80889,ipad,lightbox,white,Hydroxyurea (oral),66 micro 2,0.5449016178,54.5,False,,,,,,,,,
360,80889,ipad,no light,white,Hydroxyurea (oral),66 micro 2,0.5449016178,54.5,False,,,,,,,,,
361,81459,nokia,benchtop,white,Hydroxyurea (oral),66 hydrea 3,0.6025957831,60.3,False,,,,,,,,,
362,81459,nokia,lightbox,white,Hydroxyurea (oral),66 hydrea 3,0.6025957831,60.3,False,,,,,,,,,
363,81459,nokia,no light,white,Hydroxyurea (oral),66 hydrea 3,0.6025957831,60.3,False,,,,,,,,,
364,80890,nokia,benchtop,white,Hydroxyurea (oral),66 micro 3,0.5449016178,54.5,False,,,,,,,,,
365,80890,nokia,lightbox,white,Hydroxyurea (oral),66 micro 3,0.5449016178,54.5,False,,,,,,,,,
366,80890,nokia,no light,white,Hydroxyurea (oral),66 micro 3,0.5449016178,54.5,False,,,,,,,,,
367,81459,ipad,benchtop,white,Hydroxyurea (oral),66 hydrea 3,0.6025957831,60.3,False,,,,,,,,,
368,81459,ipad,lightbox,white,Hydroxyurea (oral),66 hydrea 3,0.6025957831,60.3,False,,,,,,,,,
369,81459,ipad,no light,white,Hydroxyurea (oral),66 hydrea 3,0.6025957831,60.3,False,,,,,,,,,
370,80890,ipad,benchtop,white,Hydroxyurea (oral),66 micro 3,0.5449016178,54.5,False,,,,,,,,,
371,80890,nokia,lightbox,white,Hydroxyurea (oral),66 micro 3,0.5449016178,54.5,False,,,,,,,,,
372,80890,ipad,no light,white,Hydroxyurea (oral),66 micro 3,0.5449016178,54.5,False,,,,,,,,,
373,81460,nokia,benchtop,white,Hydroxyurea (oral),66 hydrea 4,0.6025957831,60.3,False,,,,,,,,,
374,81460,nokia,lightbox,white,Hydroxyurea (oral),66 hydrea 4,0.6025957831,60.3,False,,,,,,,,,
375,81460,nokia,no light,white,Hydroxyurea (oral),66 hydrea 4,0.6025957831,60.3,False,,,,,,,,,
376,80891,nokia,benchtop,white,Hydroxyurea (oral),66 micro 4,0.5449016178,54.5,False,,,,,,,,,
377,80891,nokia,lightbox,white,Hydroxyurea (oral),66 micro 4,0.5449016178,54.5,False,,,,,,,,,
378,80891,nokia,no light,white,Hydroxyurea (oral),66 micro 4,0.5449016178,54.5,False,,,,,,,,,
379,81460,ipad,benchtop,white,Hydroxyurea (oral),66 hydrea 4,0.6025957831,60.3,False,,,,,,,,,
380,81460,ipad,lightbox,white,Hydroxyurea (oral),66 hydrea 4,0.6025957831,60.3,False,,,,,,,,,
381,81460,ipad,no light,white,Hydroxyurea (oral),66 hydrea 4,0.6025957831,60.3,False,,,,,,,,,
382,80891,ipad,benchtop,white,Hydroxyurea (oral),66 micro 4,0.5449016178,54.5,False,,,,,,,,,
383,80891,ipad,lightbox,white,Hydroxyurea (oral),66 micro 4,0.5449016178,54.5,False,,,,,,,,,
384,80891,ipad,no light,white,Hydroxyurea (oral),66 micro 4,0.5449016178,54.5,False,,,,,,,,,
385,81461,nokia,benchtop,black,Hydroxyurea (oral),66 hydrea 5,0.6025957831,60.3,False,,,,,,,,,
386,81461,nokia,lightbox,black,Hydroxyurea (oral),66 hydrea 5,0.6025957831,60.3,False,,,,,,,,,
387,81461,nokia,no light,black,Hydroxyurea (oral),66 hydrea 5,0.6025957831,60.3,False,,,,,,,,,
388,80892,nokia,benchtop,black,Hydroxyurea (oral),66 micro 5,0.5449016178,54.5,False,,,,,,,,,
389,80892,nokia,lightbox,black,Hydroxyurea (oral),66 micro 5,0.5449016178,54.5,False,,,,,,,,,
390,80892,nokia,no light,black,Hydroxyurea (oral),66 micro 5,0.5449016178,54.5,False,,,,,,,,,
391,81461,ipad,benchtop,black,Hydroxyurea (oral),66 hydrea 5,0.6025957831,60.3,False,,,,,,,,,
392,81461,ipad,lightbox,black,Hydroxyurea (oral),66 hydrea 5,0.6025957831,60.3,False,,,,,,,,,
393,81461,ipad,no light,black,Hydroxyurea (oral),66 hydrea 5,0.6025957831,60.3,False,,,,,,,,,
394,80892,ipad,benchtop,black,Hydroxyurea (oral),66 micro 5,0.5449016178,54.5,False,,,,,,,,,
395,80892,ipad,lightbox,black,Hydroxyurea (oral),66 micro 5,0.5449016178,54.5,False,,,,,,,,,
396,80892,ipad,no light,black,Hydroxyurea (oral),66 micro 5,0.5449016178,54.5,False,,,,,,,,,
397,81458,nokia,benchtop,black,Hydroxyurea (oral),66 hydrea 6,0.6025957831,60.3,False,,,,,,,,,
398,81458,nokia,lightbox,black,Hydroxyurea (oral),66 hydrea 6,0.6025957831,60.3,False,,,,,,,,,
399,81458,nokia,no light,black,Hydroxyurea (oral),66 hydrea 6,0.6025957831,60.3,False,,,,,,,,,
400,80893,nokia,benchtop,black,Hydroxyurea (oral),66 micro 6,0.5449016178,54.5,False,,,,,,,,,
401,80893,nokia,lightbox,black,Hydroxyurea (oral),66 micro 6,0.5449016178,54.5,False,,,,,,,,,
402,80893,nokia,no light,black,Hydroxyurea (oral),66 micro 6,0.5449016178,54.5,False,,,,,,,,,
403,81458,ipad,benchtop,black,Hydroxyurea (oral),66 hydrea 6,0.6025957831,60.3,False,,,,,,,,,
404,81458,ipad,lightbox,black,Hydroxyurea (oral),66 hydrea 6,0.6025957831,60.3,False,,,,,,,,,
405,81458,ipad,no light,black,Hydroxyurea (oral),66 hydrea 6,0.6025957831,60.3,False,,,,,,,,,
406,80893,ipad,benchtop,black,Hydroxyurea (oral),66 micro 6,0.5449016178,54.5,False,,,,,,,,,
407,80893,ipad,lightbox,black,Hydroxyurea (oral),66 micro 6,0.5449016178,54.5,False,,,,,,,,,
408,80893,ipad,no light,black,Hydroxyurea (oral),66 micro 6,0.5449016178,54.5,False,,,,,,,,,
409,80750,nokia,benchtop,black,Hydroxyurea (oral),66 hydrea 7,0.6025957831,60.3,False,,,,,,,,,
410,80750,nokia,lightbox,black,Hydroxyurea (oral),66 hydrea 7,0.6025957831,60.3,False,,,,,,,,,
411,80750,nokia,no light,black,Hydroxyurea (oral),66 hydrea 7,0.6025957831,60.3,False,,,,,,,,,
412,80446,nokia,benchtop,black,Hydroxyurea (oral),66 micro 7,0.5449016178,54.5,False,,,,,,,,,
413,80446,nokia,lightbox,black,Hydroxyurea (oral),66 micro 7,0.5449016178,54.5,False,,,,,,,,,
414,80446,nokia,no light,black,Hydroxyurea (oral),66 micro 7,0.5449016178,54.5,False,,,,,,,,,
415,80750,ipad,benchtop,black,Hydroxyurea (oral),66 hydrea 7,0.6025957831,60.3,False,,,,,,,,,
416,80750,ipad,lightbox,black,Hydroxyurea (oral),66 hydrea 7,0.6025957831,60.3,False,,,,,,,,,
417,80750,ipad,no light,black,Hydroxyurea (oral),66 hydrea 7,0.6025957831,60.3,False,,,,,,,,,
418,80446,ipad,benchtop,black,Hydroxyurea (oral),66 micro 7,0.5449016178,54.5,False,,,,,,,,,
419,80446,ipad,lightbox,black,Hydroxyurea (oral),66 micro 7,0.5449016178,54.5,False,,,,,,,,,
420,80446,ipad,no light,black,Hydroxyurea (oral),66 micro 7,0.5449016178,54.5,False,,,,,,,,,
421,80751,nokia,benchtop,black,Hydroxyurea (oral),66 hydrea 8,0.6025957831,60.3,False,,,,,,,,,
422,80751,nokia,lightbox,black,Hydroxyurea (oral),66 hydrea 8,0.6025957831,60.3,False,,,,,,,,,
423,80751,nokia,no light,black,Hydroxyurea (oral),66 hydrea 8,0.6025957831,60.3,False,,,,,,,,,
424,80447,nokia,benchtop,black,Hydroxyurea (oral),66 micro 8,0.5449016178,54.5,False,,,,,,,,,
425,80447,nokia,lightbox,black,Hydroxyurea (oral),66 micro 8,0.5449016178,54.5,False,,,,,,,,,
426,80447,nokia,no light,black,Hydroxyurea (oral),66 micro 8,0.5449016178,54.5,False,,,,,,,,,
427,80751,ipad,benchtop,black,Hydroxyurea (oral),66 hydrea 8,0.6025957831,60.3,False,,,,,,,,,
428,80751,ipad,lightbox,black,Hydroxyurea (oral),66 hydrea 8,0.6025957831,60.3,False,,,,,,,,,
429,80751,ipad,no light,black,Hydroxyurea (oral),66 hydrea 8,0.6025957831,60.3,False,,,,,,,,,
430,80447,ipad,benchtop,black,Hydroxyurea (oral),66 micro 8,0.5449016178,54.5,False,,,,,,,,,
431,80447,ipad,lightbox,black,Hydroxyurea (oral),66 micro 8,0.5449016178,54.5,False,,,,,,,,,
432,80447,ipad,no light,black,Hydroxyurea (oral),66 micro 8,0.5449016178,54.5,False,,,,,,,,,
433,80752,nokia,benchtop,white,Hydroxyurea (oral),66 mix 1,0.4668134382,46.7,False,,,,,,,,,
434,80752,nokia,lightbox,white,Hydroxyurea (oral),66 mix 1,0.4668134382,46.7,False,,,,,,,,,
435,80752,nokia,no light,white,Hydroxyurea (oral),66 mix 1,0.4668134382,46.7,False,,,,,,,,,
436,80752,ipad,benchtop,white,Hydroxyurea (oral),66 mix 1,0.4668134382,46.7,False,,,,,,,,,
437,80752,ipad,lightbox,white,Hydroxyurea (oral),66 mix 1,0.4668134382,46.7,False,,,,,,,,,
438,80752,ipad,no light,white,Hydroxyurea (oral),66 mix 1,0.4668134382,46.7,False,,,,,,,,,
439,80753,nokia,benchtop,white,Hydroxyurea (oral),66 mix 2,0.4668134382,46.7,False,,,,,,,,,
440,80753,nokia,lightbox,white,Hydroxyurea (oral),66 mix 2,0.4668134382,46.7,False,,,,,,,,,
441,80753,nokia,no light,white,Hydroxyurea (oral),66 mix 2,0.4668134382,46.7,False,,,,,,,,,
442,80753,ipad,benchtop,white,Hydroxyurea (oral),66 mix 2,0.4668134382,46.7,False,,,,,,,,,
443,80753,ipad,lightbox,white,Hydroxyurea (oral),66 mix 2,0.4668134382,46.7,False,,,,,,,,,
444,80753,ipad,no light,white,Hydroxyurea (oral),66 mix 2,0.4668134382,46.7,False,,,,,,,,,
445,80754,nokia,benchtop,white,Hydroxyurea (oral),66 mix 3,0.4668134382,46.7,False,,,,,,,,,
446,80754,nokia,lightbox,white,Hydroxyurea (oral),66 mix 3,0.4668134382,46.7,False,,,,,,,,,
447,80754,nokia,no light,white,Hydroxyurea (oral),66 mix 3,0.4668134382,46.7,False,,,,,,,,,
448,80754,ipad,benchtop,white,Hydroxyurea (oral),66 mix 3,0.4668134382,46.7,False,,,,,,,,,
449,80754,ipad,lightbox,white,Hydroxyurea (oral),66 mix 3,0.4668134382,46.7,False,,,,,,,,,
450,80754,ipad,no light,white,Hydroxyurea (oral),66 mix 3,0.4668134382,46.7,False,,,,,,,,,
451,80757,nokia,benchtop,white,Hydroxyurea (oral),66 mix 4,0.4668134382,46.7,False,,,,,,,,,
452,80757,nokia,lightbox,white,Hydroxyurea (oral),66 mix 4,0.4668134382,46.7,False,,,,,,,,,
453,80757,nokia,no light,white,Hydroxyurea (oral),66 mix 4,0.4668134382,46.7,False,,,,,,,,,
454,80757,ipad,benchtop,white,Hydroxyurea (oral),66 mix 4,0.4668134382,46.7,False,,,,,,,,,
455,80757,ipad,lightbox,white,Hydroxyurea (oral),66 mix 4,0.4668134382,46.7,False,,,,,,,,,
456,80757,ipad,no light,white,Hydroxyurea (oral),66 mix 4,0.4668134382,46.7,False,,,,,,,,,
457,80755,nokia,benchtop,black,Hydroxyurea (oral),66 mix 5,0.4668134382,46.7,False,,,,,,,,,
458,80755,nokia,lightbox,black,Hydroxyurea (oral),66 mix 5,0.4668134382,46.7,False,,,,,,,,,
459,80755,nokia,no light,black,Hydroxyurea (oral),66 mix 5,0.4668134382,46.7,False,,,,,,,,,
460,80755,ipad,benchtop,black,Hydroxyurea (oral),66 mix 5,0.4668134382,46.7,False,,,,,,,,,
461,80755,ipad,lightbox,black,Hydroxyurea (oral),66 mix 5,0.4668134382,46.7,False,,,,,,,,,
462,80755,ipad,no light,black,Hydroxyurea (oral),66 mix 5,0.4668134382,46.7,False,,,,,,,,,
463,80756,nokia,benchtop,black,Hydroxyurea (oral),66 mix 6,0.4668134382,46.7,False,,,,,,,,,
464,80756,nokia,lightbox,black,Hydroxyurea (oral),66 mix 6,0.4668134382,46.7,False,,,,,,,,,
465,80756,nokia,no light,black,Hydroxyurea (oral),66 mix 6,0.4668134382,46.7,False,,,,,,,,,
466,80756,ipad,benchtop,black,Hydroxyurea (oral),66 mix 6,0.4668134382,46.7,False,,,,,,,,,
467,80756,ipad,lightbox,black,Hydroxyurea (oral),66 mix 6,0.4668134382,46.7,False,,,,,,,,,
468,80756,ipad,no light,black,Hydroxyurea (oral),66 mix 6,0.4668134382,46.7,False,,,,,,,,,
469,80886,nokia,benchtop,black,Hydroxyurea (oral),66 mix 7,0.4668134382,46.7,False,,,,,,,,,
470,80886,nokia,lightbox,black,Hydroxyurea (oral),66 mix 7,0.4668134382,46.7,False,,,,,,,,,
471,80886,nokia,no light,black,Hydroxyurea (oral),66 mix 7,0.4668134382,46.7,False,,,,,,,,,
472,80886,nokia,benchtop,black,Hydroxyurea (oral),66 mix 7,0.4668134382,46.7,False,,,,,,,,,
473,80886,ipad,lightbox,black,Hydroxyurea (oral),66 mix 7,0.4668134382,46.7,False,,,,,,,,,
474,80886,ipad,no light,black,Hydroxyurea (oral),66 mix 7,0.4668134382,46.7,False,,,,,,,,,
475,80887,nokia,benchtop,black,Hydroxyurea (oral),66 mix 8,0.4668134382,46.7,False,,,,,,,,,
476,80887,nokia,lightbox,black,Hydroxyurea (oral),66 mix 8,0.4668134382,46.7,False,,,,,,,,,
477,80887,nokia,no light,black,Hydroxyurea (oral),66 mix 8,0.4668134382,46.7,False,,,,,,,,,
